trap_device_id,trap_id,trap_device_name,lat,lon,crop_id,crop_name,pest_id,pest_name,fields_region_state,fields_state,trapdata_date,DD Accumulation,trapdata_daily_avg_count,trapdata_trap_count,trapdata_incremental_count,trapdata_cumulative_count
TP862382065555756,2191,Peters south aville back TP862382065555756,39.905906,-77.316743,19,Apples,10,Cydia pomonella,Pennsylvania,,4/20/2023,496,0,0,0,0
TP862382065555756,2191,Peters south aville back TP862382065555756,39.905906,-77.316743,19,Apples,10,Cydia pomonella,Pennsylvania,,4/21/2023,525,0,0,0,0
TP862382065555756,2191,Peters south aville back TP862382065555756,39.905906,-77.316743,19,Apples,10,Cydia pomonella,Pennsylvania,,4/22/2023,545,0,0,0,0
TP862382065555756,2191,Peters south aville back TP862382065555756,39.905906,-77.316743,19,Apples,10,Cydia pomonella,Pennsylvania,,4/23/2023,555,1,1,1,1
TP862382065555756,2191,Peters south aville back TP862382065555756,39.905906,-77.316743,19,Apples,10,Cydia pomonella,Pennsylvania,,4/24/2023,561,0,1,0,1
TP862382065555756,2191,Peters south aville back TP862382065555756,39.905906,-77.316743,19,Apples,10,Cydia pomonella,Pennsylvania,,4/25/2023,568,0,1,0,1
TP862382065555756,2191,Peters south aville back TP862382065555756,39.905906,-77.316743,19,Apples,10,Cydia pomonella,Pennsylvania,,4/26/2023,582,0,1,0,1
TP862382065555756,2191,Peters south aville back TP862382065555756,39.905906,-77.316743,19,Apples,10,Cydia pomonella,Pennsylvania,,4/27/2023,599,1,2,1,2
TP862382065555756,2191,Peters south aville back TP862382065555756,39.905906,-77.316743,19,Apples,10,Cydia pomonella,Pennsylvania,,4/28/2023,611,0,2,0,2
TP862382065555756,2191,Peters south aville back TP862382065555756,39.905906,-77.316743,19,Apples,10,Cydia pomonella,Pennsylvania,,4/29/2023,626,0,2,0,2
TP862382065555756,2191,Peters south aville back TP862382065555756,39.905906,-77.316743,19,Apples,10,Cydia pomonella,Pennsylvania,,4/30/2023,640,1,3,1,3
TP862382065555756,2191,Peters south aville back TP862382065555756,39.905906,-77.316743,19,Apples,10,Cydia pomonella,Pennsylvania,,5/1/2023,651,0,3,0,3
