trap_device_id,trap_id,trap_device_name,lat,lon,crop_id,crop_name,pest_id,pest_name,fields_region_state,fields_state,trapdata_date,trapdata_daily_avg_count,trapdata_trap_count,trapdata_incremental_count,trapdata_cumulative_count
TP862382065555756,2191,Peters south aville back TP862382065555756,39.905906,-77.316743,19,Apples,10,Cydia pomonella,Pennsylvania,,4/20/2023,0,0,0,0
TP862382065555756,2191,Peters south aville back TP862382065555756,39.905906,-77.316743,19,Apples,10,Cydia pomonella,Pennsylvania,,4/21/2023,0,0,0,0
TP862382065555756,2191,Peters south aville back TP862382065555756,39.905906,-77.316743,19,Apples,10,Cydia pomonella,Pennsylvania,,4/22/2023,0,0,0,0
TP862382065555756,2191,Peters south aville back TP862382065555756,39.905906,-77.316743,19,Apples,10,Cydia pomonella,Pennsylvania,,4/23/2023,1,1,1,1
TP862382065555756,2191,Peters south aville back TP862382065555756,39.905906,-77.316743,19,Apples,10,Cydia pomonella,Pennsylvania,,4/24/2023,0,1,0,1
TP862382065555756,2191,Peters south aville back TP862382065555756,39.905906,-77.316743,19,Apples,10,Cydia pomonella,Pennsylvania,,4/25/2023,0,1,0,1
TP862382065555756,2191,Peters south aville back TP862382065555756,39.905906,-77.316743,19,Apples,10,Cydia pomonella,Pennsylvania,,4/26/2023,0,1,0,1
TP862382065555756,2191,Peters south aville back TP862382065555756,39.905906,-77.316743,19,Apples,10,Cydia pomonella,Pennsylvania,,4/27/2023,1,2,1,2
TP862382065555756,2191,Peters south aville back TP862382065555756,39.905906,-77.316743,19,Apples,10,Cydia pomonella,Pennsylvania,,4/28/2023,0,2,0,2
TP862382065555756,2191,Peters south aville back TP862382065555756,39.905906,-77.316743,19,Apples,10,Cydia pomonella,Pennsylvania,,4/29/2023,0,2,0,2
TP862382065555756,2191,Peters south aville back TP862382065555756,39.905906,-77.316743,19,Apples,10,Cydia pomonella,Pennsylvania,,4/30/2023,1,3,1,3
TP862382065555756,2191,Peters south aville back TP862382065555756,39.905906,-77.316743,19,Apples,10,Cydia pomonella,Pennsylvania,,5/1/2023,0,3,0,3
TP862382065555756,2191,Peters south aville back TP862382065555756,39.905906,-77.316743,19,Apples,10,Cydia pomonella,Pennsylvania,,5/2/2023,0,3,0,3
TP862382065555756,2191,Peters south aville back TP862382065555756,39.905906,-77.316743,19,Apples,10,Cydia pomonella,Pennsylvania,,5/3/2023,0,3,0,3
TP862382065555756,2191,Peters south aville back TP862382065555756,39.905906,-77.316743,19,Apples,10,Cydia pomonella,Pennsylvania,,5/4/2023,0,3,0,3
TP862382065555756,2191,Peters south aville back TP862382065555756,39.905906,-77.316743,19,Apples,10,Cydia pomonella,Pennsylvania,,5/5/2023,0,3,0,3
TP862382065555756,2191,Peters south aville back TP862382065555756,39.905906,-77.316743,19,Apples,10,Cydia pomonella,Pennsylvania,,5/6/2023,0,3,0,3
TP862382065555756,2191,Peters south aville back TP862382065555756,39.905906,-77.316743,19,Apples,10,Cydia pomonella,Pennsylvania,,5/7/2023,3,6,3,6
TP862382065555756,2191,Peters south aville back TP862382065555756,39.905906,-77.316743,19,Apples,10,Cydia pomonella,Pennsylvania,,5/8/2023,0,6,0,6
TP862382065555756,2191,Peters south aville back TP862382065555756,39.905906,-77.316743,19,Apples,10,Cydia pomonella,Pennsylvania,,5/9/2023,6,12,6,12
TP862382065555756,2191,Peters south aville back TP862382065555756,39.905906,-77.316743,19,Apples,10,Cydia pomonella,Pennsylvania,,5/10/2023,1,13,1,13
TP862382065555756,2191,Peters south aville back TP862382065555756,39.905906,-77.316743,19,Apples,10,Cydia pomonella,Pennsylvania,,5/11/2023,2,15,2,15
TP862382065555756,2191,Peters south aville back TP862382065555756,39.905906,-77.316743,19,Apples,10,Cydia pomonella,Pennsylvania,,5/12/2023,23,38,23,38
TP862382065555756,2191,Peters south aville back TP862382065555756,39.905906,-77.316743,19,Apples,10,Cydia pomonella,Pennsylvania,,5/13/2023,12,50,12,50
TP862382065555756,2191,Peters south aville back TP862382065555756,39.905906,-77.316743,19,Apples,10,Cydia pomonella,Pennsylvania,,5/14/2023,15,65,15,65
TP862382065555756,2191,Peters south aville back TP862382065555756,39.905906,-77.316743,19,Apples,10,Cydia pomonella,Pennsylvania,,5/15/2023,6,71,6,71
TP862382065555756,2191,Peters south aville back TP862382065555756,39.905906,-77.316743,19,Apples,10,Cydia pomonella,Pennsylvania,,5/16/2023,2,73,2,73
TP862382065555756,2191,Peters south aville back TP862382065555756,39.905906,-77.316743,19,Apples,10,Cydia pomonella,Pennsylvania,,5/17/2023,0,71,0,73
TP862382065555756,2191,Peters south aville back TP862382065555756,39.905906,-77.316743,19,Apples,10,Cydia pomonella,Pennsylvania,,5/18/2023,0,70,0,73
TP862382065555756,2191,Peters south aville back TP862382065555756,39.905906,-77.316743,19,Apples,10,Cydia pomonella,Pennsylvania,,5/19/2023,2,72,2,75
TP862382065555756,2191,Peters south aville back TP862382065555756,39.905906,-77.316743,19,Apples,10,Cydia pomonella,Pennsylvania,,5/20/2023,0,72,0,75
TP862382065555756,2191,Peters south aville back TP862382065555756,39.905906,-77.316743,19,Apples,10,Cydia pomonella,Pennsylvania,,5/21/2023,0,72,0,75
TP862382065555756,2191,Peters south aville back TP862382065555756,39.905906,-77.316743,19,Apples,10,Cydia pomonella,Pennsylvania,,5/22/2023,0,69,0,75
TP862382065555756,2191,Peters south aville back TP862382065555756,39.905906,-77.316743,19,Apples,10,Cydia pomonella,Pennsylvania,,5/23/2023,0,69,0,75
TP862382065555756,2191,Peters south aville back TP862382065555756,39.905906,-77.316743,19,Apples,10,Cydia pomonella,Pennsylvania,,5/24/2023,0,69,0,75
TP862382065555756,2191,Peters south aville back TP862382065555756,39.905906,-77.316743,19,Apples,10,Cydia pomonella,Pennsylvania,,5/25/2023,0,69,0,75
TP862382065555756,2191,Peters south aville back TP862382065555756,39.905906,-77.316743,19,Apples,10,Cydia pomonella,Pennsylvania,,5/26/2023,2,71,2,77
TP862382065555756,2191,Peters south aville back TP862382065555756,39.905906,-77.316743,19,Apples,10,Cydia pomonella,Pennsylvania,,5/27/2023,2,73,2,79
TP862382065555756,2191,Peters south aville back TP862382065555756,39.905906,-77.316743,19,Apples,10,Cydia pomonella,Pennsylvania,,5/28/2023,0,70,0,79
TP862382065555756,2191,Peters south aville back TP862382065555756,39.905906,-77.316743,19,Apples,10,Cydia pomonella,Pennsylvania,,5/29/2023,1,71,1,80
TP862382065555756,2191,Peters south aville back TP862382065555756,39.905906,-77.316743,19,Apples,10,Cydia pomonella,Pennsylvania,,5/30/2023,0,71,0,80
TP862382065555756,2191,Peters south aville back TP862382065555756,39.905906,-77.316743,19,Apples,10,Cydia pomonella,Pennsylvania,,5/31/2023,1,72,1,81
TP862382065555756,2191,Peters south aville back TP862382065555756,39.905906,-77.316743,19,Apples,10,Cydia pomonella,Pennsylvania,,6/1/2023,4,4,4,85
TP862382065555756,2191,Peters south aville back TP862382065555756,39.905906,-77.316743,19,Apples,10,Cydia pomonella,Pennsylvania,,6/2/2023,15,19,15,100
TP862382065555756,2191,Peters south aville back TP862382065555756,39.905906,-77.316743,19,Apples,10,Cydia pomonella,Pennsylvania,,6/3/2023,1,20,1,101
TP862382065555756,2191,Peters south aville back TP862382065555756,39.905906,-77.316743,19,Apples,10,Cydia pomonella,Pennsylvania,,6/4/2023,0,20,0,101
TP862382065555756,2191,Peters south aville back TP862382065555756,39.905906,-77.316743,19,Apples,10,Cydia pomonella,Pennsylvania,,6/5/2023,4,24,4,105
TP862382065555756,2191,Peters south aville back TP862382065555756,39.905906,-77.316743,19,Apples,10,Cydia pomonella,Pennsylvania,,6/6/2023,6,30,6,111
TP862382065555756,2191,Peters south aville back TP862382065555756,39.905906,-77.316743,19,Apples,10,Cydia pomonella,Pennsylvania,,6/7/2023,0,25,0,111
TP862382065555756,2191,Peters south aville back TP862382065555756,39.905906,-77.316743,19,Apples,10,Cydia pomonella,Pennsylvania,,6/8/2023,24,24,24,135
TP862382065555756,2191,Peters south aville back TP862382065555756,39.905906,-77.316743,19,Apples,10,Cydia pomonella,Pennsylvania,,6/9/2023,8,32,8,143
TP862382065555756,2191,Peters south aville back TP862382065555756,39.905906,-77.316743,19,Apples,10,Cydia pomonella,Pennsylvania,,6/10/2023,0,30,0,143
TP862382065555756,2191,Peters south aville back TP862382065555756,39.905906,-77.316743,19,Apples,10,Cydia pomonella,Pennsylvania,,6/11/2023,10,40,10,153
TP862382065555756,2191,Peters south aville back TP862382065555756,39.905906,-77.316743,19,Apples,10,Cydia pomonella,Pennsylvania,,6/12/2023,10,50,10,163
TP862382065555756,2191,Peters south aville back TP862382065555756,39.905906,-77.316743,19,Apples,10,Cydia pomonella,Pennsylvania,,6/13/2023,11,61,11,174
TP862382065555756,2191,Peters south aville back TP862382065555756,39.905906,-77.316743,19,Apples,10,Cydia pomonella,Pennsylvania,,6/14/2023,12,73,12,186
TP862382065555756,2191,Peters south aville back TP862382065555756,39.905906,-77.316743,19,Apples,10,Cydia pomonella,Pennsylvania,,6/15/2023,21,21,21,207
TP862382065555756,2191,Peters south aville back TP862382065555756,39.905906,-77.316743,19,Apples,10,Cydia pomonella,Pennsylvania,,6/16/2023,12,33,12,219
TP862382065555756,2191,Peters south aville back TP862382065555756,39.905906,-77.316743,19,Apples,10,Cydia pomonella,Pennsylvania,,6/17/2023,9,42,9,228
TP862382065555756,2191,Peters south aville back TP862382065555756,39.905906,-77.316743,19,Apples,10,Cydia pomonella,Pennsylvania,,6/18/2023,10,52,10,238
TP862382065555756,2191,Peters south aville back TP862382065555756,39.905906,-77.316743,19,Apples,10,Cydia pomonella,Pennsylvania,,6/19/2023,3,55,3,241
