2624,PSU_FREC_CD_1,39.8972,-77.2832,19,Apples,19,Grapholita molesta,Pennsylvania,,5/6/2023,2.2,11,11,11
2624,PSU_FREC_CD_1,39.8972,-77.2832,19,Apples,19,Grapholita molesta,Pennsylvania,,5/7/2023,17,28,17,28
2624,PSU_FREC_CD_1,39.8972,-77.2832,19,Apples,19,Grapholita molesta,Pennsylvania,,5/8/2023,20,48,20,48
2624,PSU_FREC_CD_1,39.8972,-77.2832,19,Apples,19,Grapholita molesta,Pennsylvania,,5/9/2023,4,52,4,52
2624,PSU_FREC_CD_1,39.8972,-77.2832,19,Apples,19,Grapholita molesta,Pennsylvania,,5/10/2023,17,69,17,69
2624,PSU_FREC_CD_1,39.8972,-77.2832,19,Apples,19,Grapholita molesta,Pennsylvania,,5/11/2023,11,80,11,80
2624,PSU_FREC_CD_1,39.8972,-77.2832,19,Apples,19,Grapholita molesta,Pennsylvania,,5/12/2023,5,85,5,85
2624,PSU_FREC_CD_1,39.8972,-77.2832,19,Apples,19,Grapholita molesta,Pennsylvania,,5/13/2023,0,85,0,85
2624,PSU_FREC_CD_1,39.8972,-77.2832,19,Apples,19,Grapholita molesta,Pennsylvania,,5/14/2023,4,89,4,89
2624,PSU_FREC_CD_1,39.8972,-77.2832,19,Apples,19,Grapholita molesta,Pennsylvania,,5/15/2023,1,90,1,90
2624,PSU_FREC_CD_1,39.8972,-77.2832,19,Apples,19,Grapholita molesta,Pennsylvania,,5/16/2023,8,98,8,98
2624,PSU_FREC_CD_1,39.8972,-77.2832,19,Apples,19,Grapholita molesta,Pennsylvania,,5/17/2023,7,105,7,105
2624,PSU_FREC_CD_1,39.8972,-77.2832,19,Apples,19,Grapholita molesta,Pennsylvania,,5/18/2023,4,109,4,109
2624,PSU_FREC_CD_1,39.8972,-77.2832,19,Apples,19,Grapholita molesta,Pennsylvania,,5/19/2023,0,107,0,109
2624,PSU_FREC_CD_1,39.8972,-77.2832,19,Apples,19,Grapholita molesta,Pennsylvania,,5/20/2023,1,108,1,110
2624,PSU_FREC_CD_1,39.8972,-77.2832,19,Apples,19,Grapholita molesta,Pennsylvania,,5/21/2023,4,112,4,114
2624,PSU_FREC_CD_1,39.8972,-77.2832,19,Apples,19,Grapholita molesta,Pennsylvania,,5/22/2023,2,114,2,116
2624,PSU_FREC_CD_1,39.8972,-77.2832,19,Apples,19,Grapholita molesta,Pennsylvania,,5/23/2023,5,119,5,121
2624,PSU_FREC_CD_1,39.8972,-77.2832,19,Apples,19,Grapholita molesta,Pennsylvania,,5/24/2023,3,122,3,124
2624,PSU_FREC_CD_1,39.8972,-77.2832,19,Apples,19,Grapholita molesta,Pennsylvania,,5/25/2023,0,122,0,124
2624,PSU_FREC_CD_1,39.8972,-77.2832,19,Apples,19,Grapholita molesta,Pennsylvania,,5/26/2023,1,123,1,125
2624,PSU_FREC_CD_1,39.8972,-77.2832,19,Apples,19,Grapholita molesta,Pennsylvania,,5/27/2023,2,125,2,127
2624,PSU_FREC_CD_1,39.8972,-77.2832,19,Apples,19,Grapholita molesta,Pennsylvania,,5/28/2023,3,128,3,130
2624,PSU_FREC_CD_1,39.8972,-77.2832,19,Apples,19,Grapholita molesta,Pennsylvania,,5/29/2023,0,126,0,130
2624,PSU_FREC_CD_1,39.8972,-77.2832,19,Apples,19,Grapholita molesta,Pennsylvania,,5/30/2023,5,131,5,135
2624,PSU_FREC_CD_1,39.8972,-77.2832,19,Apples,19,Grapholita molesta,Pennsylvania,,5/31/2023,0,130,0,135
2624,PSU_FREC_CD_1,39.8972,-77.2832,19,Apples,19,Grapholita molesta,Pennsylvania,,6/1/2023,2,132,2,137
2624,PSU_FREC_CD_1,39.8972,-77.2832,19,Apples,19,Grapholita molesta,Pennsylvania,,6/2/2023,1,133,1,138
2624,PSU_FREC_CD_1,39.8972,-77.2832,19,Apples,19,Grapholita molesta,Pennsylvania,,6/3/2023,1,134,1,139
2624,PSU_FREC_CD_1,39.8972,-77.2832,19,Apples,19,Grapholita molesta,Pennsylvania,,6/4/2023,1,135,1,140
2624,PSU_FREC_CD_1,39.8972,-77.2832,19,Apples,19,Grapholita molesta,Pennsylvania,,6/5/2023,0,135,0,140
2624,PSU_FREC_CD_1,39.8972,-77.2832,19,Apples,19,Grapholita molesta,Pennsylvania,,6/6/2023,0,135,0,140
2624,PSU_FREC_CD_1,39.8972,-77.2832,19,Apples,19,Grapholita molesta,Pennsylvania,,6/7/2023,0,135,0,140
2624,PSU_FREC_CD_1,39.8972,-77.2832,19,Apples,19,Grapholita molesta,Pennsylvania,,6/8/2023,0,135,0,140
2624,PSU_FREC_CD_1,39.8972,-77.2832,19,Apples,19,Grapholita molesta,Pennsylvania,,6/9/2023,0,134,0,140
2624,PSU_FREC_CD_1,39.8972,-77.2832,19,Apples,19,Grapholita molesta,Pennsylvania,,6/10/2023,0.8,,,140
2624,PSU_FREC_CD_1,39.8972,-77.2832,19,Apples,19,Grapholita molesta,Pennsylvania,,6/11/2023,0.8,,,140
2624,PSU_FREC_CD_1,39.8972,-77.2832,19,Apples,19,Grapholita molesta,Pennsylvania,,6/12/2023,0.8,,,140
2624,PSU_FREC_CD_1,39.8972,-77.2832,19,Apples,19,Grapholita molesta,Pennsylvania,,6/13/2023,0.8,,,140
2624,PSU_FREC_CD_1,39.8972,-77.2832,19,Apples,19,Grapholita molesta,Pennsylvania,,6/14/2023,0.8,138,4,144
2624,PSU_FREC_CD_1,39.8972,-77.2832,19,Apples,19,Grapholita molesta,Pennsylvania,,6/15/2023,0,138,0,144
2624,PSU_FREC_CD_1,39.8972,-77.2832,19,Apples,19,Grapholita molesta,Pennsylvania,,6/16/2023,0,138,0,144
2624,PSU_FREC_CD_1,39.8972,-77.2832,19,Apples,19,Grapholita molesta,Pennsylvania,,6/17/2023,0,138,0,144
2624,PSU_FREC_CD_1,39.8972,-77.2832,19,Apples,19,Grapholita molesta,Pennsylvania,,6/18/2023,1,139,1,145
2624,PSU_FREC_CD_1,39.8972,-77.2832,19,Apples,19,Grapholita molesta,Pennsylvania,,6/19/2023,0,136,0,145
2624,PSU_FREC_CD_1,39.8972,-77.2832,19,Apples,19,Grapholita molesta,Pennsylvania,,6/20/2023,2,138,2,147
2624,PSU_FREC_CD_1,39.8972,-77.2832,19,Apples,19,Grapholita molesta,Pennsylvania,,6/21/2023,0,136,0,147
2624,PSU_FREC_CD_1,39.8972,-77.2832,19,Apples,19,Grapholita molesta,Pennsylvania,,6/22/2023,6,142,6,153
2624,PSU_FREC_CD_1,39.8972,-77.2832,19,Apples,19,Grapholita molesta,Pennsylvania,,6/23/2023,1,143,1,154
2356,Keim Home ofm l2TP862382065541202,40.3362,-75.6746,19,Apples,19,Grapholita molesta,Pennsylvania,,4/26/2023,0,0,0,0
2356,Keim Home ofm l2TP862382065541202,40.3362,-75.6746,19,Apples,19,Grapholita molesta,Pennsylvania,,4/27/2023,0,0,0,0
2356,Keim Home ofm l2TP862382065541202,40.3362,-75.6746,19,Apples,19,Grapholita molesta,Pennsylvania,,4/28/2023,0,0,0,0
2356,Keim Home ofm l2TP862382065541202,40.3362,-75.6746,19,Apples,19,Grapholita molesta,Pennsylvania,,4/29/2023,0,0,0,0
2356,Keim Home ofm l2TP862382065541202,40.3362,-75.6746,19,Apples,19,Grapholita molesta,Pennsylvania,,4/30/2023,0,0,0,0
2356,Keim Home ofm l2TP862382065541202,40.3362,-75.6746,19,Apples,19,Grapholita molesta,Pennsylvania,,5/1/2023,0,0,0,0
2356,Keim Home ofm l2TP862382065541202,40.3362,-75.6746,19,Apples,19,Grapholita molesta,Pennsylvania,,5/2/2023,0,0,0,0
2356,Keim Home ofm l2TP862382065541202,40.3362,-75.6746,19,Apples,19,Grapholita molesta,Pennsylvania,,5/3/2023,0,0,0,0
2356,Keim Home ofm l2TP862382065541202,40.3362,-75.6746,19,Apples,19,Grapholita molesta,Pennsylvania,,5/4/2023,0,0,0,0
2356,Keim Home ofm l2TP862382065541202,40.3362,-75.6746,19,Apples,19,Grapholita molesta,Pennsylvania,,5/5/2023,0,0,0,0
2356,Keim Home ofm l2TP862382065541202,40.3362,-75.6746,19,Apples,19,Grapholita molesta,Pennsylvania,,5/6/2023,1,1,1,1
2356,Keim Home ofm l2TP862382065541202,40.3362,-75.6746,19,Apples,19,Grapholita molesta,Pennsylvania,,5/7/2023,3,4,3,4
2356,Keim Home ofm l2TP862382065541202,40.3362,-75.6746,19,Apples,19,Grapholita molesta,Pennsylvania,,5/8/2023,3,7,3,7
2356,Keim Home ofm l2TP862382065541202,40.3362,-75.6746,19,Apples,19,Grapholita molesta,Pennsylvania,,5/9/2023,4,11,4,11
2356,Keim Home ofm l2TP862382065541202,40.3362,-75.6746,19,Apples,19,Grapholita molesta,Pennsylvania,,5/10/2023,0,11,0,11
2356,Keim Home ofm l2TP862382065541202,40.3362,-75.6746,19,Apples,19,Grapholita molesta,Pennsylvania,,5/11/2023,3,14,3,14
2356,Keim Home ofm l2TP862382065541202,40.3362,-75.6746,19,Apples,19,Grapholita molesta,Pennsylvania,,5/12/2023,12,26,12,26
2356,Keim Home ofm l2TP862382065541202,40.3362,-75.6746,19,Apples,19,Grapholita molesta,Pennsylvania,,5/13/2023,10,36,10,36
2356,Keim Home ofm l2TP862382065541202,40.3362,-75.6746,19,Apples,19,Grapholita molesta,Pennsylvania,,5/14/2023,0,34,0,36
2356,Keim Home ofm l2TP862382065541202,40.3362,-75.6746,19,Apples,19,Grapholita molesta,Pennsylvania,,5/15/2023,2,36,2,38
2356,Keim Home ofm l2TP862382065541202,40.3362,-75.6746,19,Apples,19,Grapholita molesta,Pennsylvania,,5/16/2023,6,42,6,44
2356,Keim Home ofm l2TP862382065541202,40.3362,-75.6746,19,Apples,19,Grapholita molesta,Pennsylvania,,5/17/2023,0,41,0,44
2356,Keim Home ofm l2TP862382065541202,40.3362,-75.6746,19,Apples,19,Grapholita molesta,Pennsylvania,,5/18/2023,1,42,1,45
2356,Keim Home ofm l2TP862382065541202,40.3362,-75.6746,19,Apples,19,Grapholita molesta,Pennsylvania,,5/19/2023,0,41,0,45
2356,Keim Home ofm l2TP862382065541202,40.3362,-75.6746,19,Apples,19,Grapholita molesta,Pennsylvania,,5/20/2023,0,40,0,45
2356,Keim Home ofm l2TP862382065541202,40.3362,-75.6746,19,Apples,19,Grapholita molesta,Pennsylvania,,5/21/2023,3,43,3,48
2356,Keim Home ofm l2TP862382065541202,40.3362,-75.6746,19,Apples,19,Grapholita molesta,Pennsylvania,,5/22/2023,0,40,0,48
2356,Keim Home ofm l2TP862382065541202,40.3362,-75.6746,19,Apples,19,Grapholita molesta,Pennsylvania,,5/23/2023,0,40,0,48
2356,Keim Home ofm l2TP862382065541202,40.3362,-75.6746,19,Apples,19,Grapholita molesta,Pennsylvania,,5/24/2023,1,41,1,49
2356,Keim Home ofm l2TP862382065541202,40.3362,-75.6746,19,Apples,19,Grapholita molesta,Pennsylvania,,5/25/2023,2,43,2,51
2356,Keim Home ofm l2TP862382065541202,40.3362,-75.6746,19,Apples,19,Grapholita molesta,Pennsylvania,,5/26/2023,0,43,0,51
2356,Keim Home ofm l2TP862382065541202,40.3362,-75.6746,19,Apples,19,Grapholita molesta,Pennsylvania,,5/27/2023,1,44,1,52
2356,Keim Home ofm l2TP862382065541202,40.3362,-75.6746,19,Apples,19,Grapholita molesta,Pennsylvania,,5/28/2023,0,43,0,52
2356,Keim Home ofm l2TP862382065541202,40.3362,-75.6746,19,Apples,19,Grapholita molesta,Pennsylvania,,5/29/2023,3,46,3,55
2356,Keim Home ofm l2TP862382065541202,40.3362,-75.6746,19,Apples,19,Grapholita molesta,Pennsylvania,,5/30/2023,0,46,0,55
2356,Keim Home ofm l2TP862382065541202,40.3362,-75.6746,19,Apples,19,Grapholita molesta,Pennsylvania,,5/31/2023,0,46,0,55
2356,Keim Home ofm l2TP862382065541202,40.3362,-75.6746,19,Apples,19,Grapholita molesta,Pennsylvania,,6/1/2023,0,44,0,55
2356,Keim Home ofm l2TP862382065541202,40.3362,-75.6746,19,Apples,19,Grapholita molesta,Pennsylvania,,6/2/2023,1,45,1,56
2356,Keim Home ofm l2TP862382065541202,40.3362,-75.6746,19,Apples,19,Grapholita molesta,Pennsylvania,,6/3/2023,1,46,1,57
2356,Keim Home ofm l2TP862382065541202,40.3362,-75.6746,19,Apples,19,Grapholita molesta,Pennsylvania,,6/4/2023,0,46,0,57
2356,Keim Home ofm l2TP862382065541202,40.3362,-75.6746,19,Apples,19,Grapholita molesta,Pennsylvania,,6/5/2023,3,49,3,60
2356,Keim Home ofm l2TP862382065541202,40.3362,-75.6746,19,Apples,19,Grapholita molesta,Pennsylvania,,6/6/2023,0,0,0,60
2356,Keim Home ofm l2TP862382065541202,40.3362,-75.6746,19,Apples,19,Grapholita molesta,Pennsylvania,,6/7/2023,0,0,0,60
2356,Keim Home ofm l2TP862382065541202,40.3362,-75.6746,19,Apples,19,Grapholita molesta,Pennsylvania,,6/8/2023,0,0,0,60
2356,Keim Home ofm l2TP862382065541202,40.3362,-75.6746,19,Apples,19,Grapholita molesta,Pennsylvania,,6/9/2023,0,0,0,60
