trap_device_id,trap_id,trap_device_name,lat,lon,crop_id,crop_name,pest_id,pest_name,fields_region_state,fields_state,trapdata_date,DD Accumulation,trapdata_daily_avg_count,trapdata_trap_count,trapdata_incremental_count,trapdata_cumulative_count
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,4/23/2023,555,0,0,0,0
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,4/24/2023,561,0,0,0,0
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,4/25/2023,568,0,0,0,0
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,4/26/2023,582,0,0,0,0
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,4/27/2023,599,0,0,0,0
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,4/28/2023,611,0,0,0,0
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,4/29/2023,626,0,0,0,0
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,4/30/2023,640,0,0,0,0
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,5/1/2023,651,0,0,0,0
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,5/2/2023,657,0,0,0,0
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,5/3/2023,665,0,0,0,0
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,5/4/2023,677,0,0,0,0
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,5/5/2023,690,0,0,0,0
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,5/6/2023,708,0,0,0,0
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,5/7/2023,728,0,0,0,0
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,5/8/2023,755,0,0,0,0
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,5/9/2023,776,0,0,0,0
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,5/10/2023,797,0,0,0,0
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,5/11/2023,821,0,0,0,0
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,5/12/2023,851,0,0,0,0
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,5/13/2023,873,0,0,0,0
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,5/14/2023,899,0,0,0,0
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,5/15/2023,920,0,0,0,0
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,5/16/2023,944,0,0,0,0
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,5/17/2023,961,1,1,1,1
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,5/18/2023,975,0,1,0,1
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,5/19/2023,995,1,2,1,2
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,5/20/2023,1018,0,2,0,2
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,5/21/2023,1043,1,3,1,3
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,5/22/2023,1069,0,3,0,3
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,5/23/2023,1095,1,4,1,4
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,5/24/2023,1120,0,4,0,4
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,5/25/2023,1137,1,5,1,5
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,5/26/2023,1159,0,0,0,5
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,5/27/2023,1181,0,0,0,5
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,5/28/2023,1204,0,0,0,5
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,5/29/2023,1235,0,0,0,5
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,5/30/2023,1262,0,,,5
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,5/31/2023,1286,0,,,5
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,6/1/2023,1314,0,0,0,5
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,6/2/2023,1349,0,0,0,5
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,6/3/2023,1384,0,,,5
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,6/4/2023,1412,0,0,0,5
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,6/5/2023,1438,0,0,0,5
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,6/6/2023,1464,0,0,0,5
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,6/7/2023,1489,3,3,3,8
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,6/8/2023,1512,2,5,2,10
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,6/9/2023,1535,0,0,0,10
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,6/10/2023,1563,0,0,0,10
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,6/11/2023,1595,1,1,1,11
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,6/12/2023,1621,1,2,1,12
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,6/13/2023,1645,0,2,0,12
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,6/14/2023,1672,0,2,0,12
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,6/15/2023,1698,2,2,2,14
