trap_device_id,trap_id,trap_device_name,lat,lon,crop_id,crop_name,pest_id,pest_name,fields_region_state,fields_state,trapdata_date,DD Accumulation,trapdata_daily_avg_count,trapdata_trap_count,trapdata_incremental_count,trapdata_cumulative_count
TP862382065578907,2252,Peters papes bin pad ofm combo TP862382065578907,40.02872,-77.152,19,Apples,19,Grapholita molesta,Pennsylvania,,4/22/2023,545,27,54,54,54
TP862382065578907,2252,Peters papes bin pad ofm combo TP862382065578907,40.02872,-77.152,19,Apples,19,Grapholita molesta,Pennsylvania,,4/23/2023,555,0,1,0,54
TP862382065578907,2252,Peters papes bin pad ofm combo TP862382065578907,40.02872,-77.152,19,Apples,19,Grapholita molesta,Pennsylvania,,4/24/2023,561,0,1,0,54
TP862382065578907,2252,Peters papes bin pad ofm combo TP862382065578907,40.02872,-77.152,19,Apples,19,Grapholita molesta,Pennsylvania,,4/25/2023,568,0,1,0,54
TP862382065578907,2252,Peters papes bin pad ofm combo TP862382065578907,40.02872,-77.152,19,Apples,19,Grapholita molesta,Pennsylvania,,4/26/2023,582,0,1,0,54
TP862382065578907,2252,Peters papes bin pad ofm combo TP862382065578907,40.02872,-77.152,19,Apples,19,Grapholita molesta,Pennsylvania,,4/27/2023,599,0,1,0,54
TP862382065578907,2252,Peters papes bin pad ofm combo TP862382065578907,40.02872,-77.152,19,Apples,19,Grapholita molesta,Pennsylvania,,4/28/2023,611,0,1,0,54
TP862382065578907,2252,Peters papes bin pad ofm combo TP862382065578907,40.02872,-77.152,19,Apples,19,Grapholita molesta,Pennsylvania,,4/29/2023,626,0,0,0,54
TP862382065578907,2252,Peters papes bin pad ofm combo TP862382065578907,40.02872,-77.152,19,Apples,19,Grapholita molesta,Pennsylvania,,4/30/2023,640,0,0,0,54
TP862382065578907,2252,Peters papes bin pad ofm combo TP862382065578907,40.02872,-77.152,19,Apples,19,Grapholita molesta,Pennsylvania,,5/1/2023,651,0,0,0,54
TP862382065578907,2252,Peters papes bin pad ofm combo TP862382065578907,40.02872,-77.152,19,Apples,19,Grapholita molesta,Pennsylvania,,5/2/2023,657,0,0,0,54
TP862382065578907,2252,Peters papes bin pad ofm combo TP862382065578907,40.02872,-77.152,19,Apples,19,Grapholita molesta,Pennsylvania,,5/3/2023,665,2,2,2,56
TP862382065578907,2252,Peters papes bin pad ofm combo TP862382065578907,40.02872,-77.152,19,Apples,19,Grapholita molesta,Pennsylvania,,5/4/2023,677,0,1,0,56
TP862382065578907,2252,Peters papes bin pad ofm combo TP862382065578907,40.02872,-77.152,19,Apples,19,Grapholita molesta,Pennsylvania,,5/5/2023,690,0,1,0,56
TP862382065578907,2252,Peters papes bin pad ofm combo TP862382065578907,40.02872,-77.152,19,Apples,19,Grapholita molesta,Pennsylvania,,5/6/2023,708,0,1,0,56
TP862382065578907,2252,Peters papes bin pad ofm combo TP862382065578907,40.02872,-77.152,19,Apples,19,Grapholita molesta,Pennsylvania,,5/7/2023,728,0,0,0,56
